index,job title,salary estimate,job description,rating,company name,location,headquarters,size,founded,type of ownership,industry,sector,revenue,competitors
223.0,Data Engineer,$71K-$123K (Glassdoor est.),248a327f524606569e1ff096ec01e2f3d8093ee327d7db4a47c2fa3043df67b4,4.4,f197916cf34b0a30ed853382603d4aa6519f5b17d7c892289b5ed5fe5f2586f0,"Cincinnati, OH","Greenville, SC",4.0,1998.0,2.0,Venture Capital & Private Equity,Finance,9.0,-1
224.0,Staff Data Scientist - Pricing,$71K-$123K (Glassdoor est.),6f56688f360cc3633463a427d34a3a14db966f191e139400b0d3c71aba190ee3,3.6,79a63624c2974a74c3028771d12e52badad5536f2051a22e446bef8fefe43cb2,"San Francisco, CA","San Francisco, CA",6.0,2014.0,2.0,Real Estate,Real Estate,5.0,-1
225.0,Data Scientist,$71K-$123K (Glassdoor est.),9f5dbc26d97ee36018b3d6e9572e29791244a4eea155ce31ec780b9410a4699c,4.5,2327a5fe22370c29dd9374d8b0e68c6c3c85155413d09791802778414deebdac,"Hartford, CT","Woodbridge, NJ",7.0,2008.0,2.0,IT Services,Information Technology,8.0,-1
226.0,Data Scientist,$71K-$123K (Glassdoor est.),5bcaf4c92fecf92f5e0271a48aa5f3970f5d741439d7bf80fd8ea60f51439a03,3.0,3c9534991294197da73c28e8c24913650ad8bd46566840c8f2e6d3b53481494a,"Chicago, IL","Chennai, India",3.0,1999.0,2.0,IT Services,Information Technology,4.0,-1
227.0,Data Scientist,$71K-$123K (Glassdoor est.),d3dbe1c3b107c1b452a9f844a23720813ab4b97e08cd64f521955856bced9222,5.0,717a1d2bec720c74cd0fd306faf533d8dddb98a6d3674689f7f0102812aa46a3,United States,"Tel Aviv-Yafo, Israel",7.0,2018.0,2.0,Transportation Equipment Manufacturing,Manufacturing,13.0,-1
228.0,Machine Learning Engineer,$71K-$123K (Glassdoor est.),310fd1d638a31db8de2f2ee412647ef1fef2e0ab328b27cf566c7d7848f23a0e,3.6,bd30b5cabfe2045b934e577b2f7392c17a833c380b14b0a2574d9582ed079f2f,"Beavercreek, OH","Arlington, VA",6.0,1967.0,7.0,Federal Agencies,Government,9.0,-1
229.0,Equity Data Insights Analyst - Quantitative Analyst,$71K-$123K (Glassdoor est.),fd898e5f039210327b74e69cb8757abff8f0bd453532f3e183773da9d3a088a3,3.6,985d16f199a5132ee8f79afa5347c413585081418eb27916d636704626f7949d,"Baltimore, MD","Baltimore, MD",5.0,1937.0,3.0,Investment Banking & Asset Management,Finance,5.0,-1
232.0,Data Scientist,$71K-$123K (Glassdoor est.),e72091501682500e1d62ba9e0c54ee89f4d6bb8ccb2d85863c0121b9407429cd,3.3,6bf6b5f854d6841cacac2eed0e9fde29f03ef492d8942cd207dbc0d3cb51b128,"Oak Ridge, TN","Lynchburg, VA",5.0,1850.0,3.0,Aerospace & Defense,Aerospace & Defense,10.0,-1
233.0,Operations Data Analyst,$71K-$123K (Glassdoor est.),30f0d5e2a56a2245534e0d881bdb24001b84f085572228c1eab6d8e25f58de0d,3.8,8e66c2dd7f96257b758d21009b83d96cf5664c71776bf23b93ac0728f6a36102,"Charlotte, NC","Charlotte, NC",3.0,2017.0,3.0,Insurance Carriers,Insurance,13.0,-1
234.0,Sr. Data Scientist II,$71K-$123K (Glassdoor est.),9517cda99af12249c5be916855bcd6b3c1b2661fc1fb89b4ae1a619b64a767c8,3.5,261e667fac8eeb553cd512eb479548224ef55899b54bb19aea77b3a9aa3497bd,"New York, NY","Hamilton, Bermuda",3.0,1948.0,3.0,Insurance Carriers,Insurance,0.0,-1
235.0,Data Scientist,$71K-$123K (Glassdoor est.),c736ffd0a599434eb25a6a36590f6ef1d7d7da18c10c345abb6e521e09f3d292,3.3,222e07a9409b516db45598df85d00c3d0a932876a0120854cf63a1abbb452d70,"Champaign, IL","Saxonburg, PA",2.0,1971.0,3.0,Telecommunications Manufacturing,Telecommunications,0.0,"Lumentum Operations, Keysight Technologies, O-Net Technologies"
236.0,Data Scientist,$71K-$123K (Glassdoor est.),2a1b1f416f25ff71def7c9bedb2b2a7db5a8e4a24f3bd8e88bd7f5b34beb4f22,4.6,7a6c16ac9482ba3f1a5fb12636d928fe24374f4db8e4e07d97c4caf338dffcaa,"San Francisco, CA","Bristol, PA",1.0,-1.0,2.0,Computer Hardware & Software,Information Technology,12.0,-1
237.0,Data Scientist,$71K-$123K (Glassdoor est.),d83afd7d9b62968fbc6f05a6404d940c9e14247f0898709298f0425c2e2c0635,3.8,75b900ffd8ce520a3a0f9234438b7a66e892f546041a735ca23d4ac6907323c1,Texas,"San Jose, CA",2.0,1998.0,3.0,Internet,Information Technology,3.0,"Square, Amazon, Apple"
238.0,Senior Data Analyst,$71K-$123K (Glassdoor est.),c182cf48a5654aeb083098ac5a5d2fd2c46799bf6d60d524618f7c96916f12b6,3.9,4f081758e18619027ade2a0a4d003aa5d14dfb394c6187b1937a81953c465d5a,"San Francisco, CA","San Francisco, CA",7.0,2008.0,3.0,Internet,Information Technology,13.0,-1
239.0,Data Scientist,$71K-$123K (Glassdoor est.),a39858b99ada3fec77d31fda54273cf791cbe3f3f7d71194075cfd00a247458d,3.9,81d4e37df20750f1ec7c3d661082579170a949243ed6e72d3be63523e89e9dac,"Plano, TX","Bangalore, India",1.0,-1.0,2.0,Consulting,Business Services,13.0,-1
240.0,Data Scientist,$90K-$124K (Glassdoor est.),0c300b127dcd3c3d7a006c4780308c464c051f8682731f9fc47eb1d03a7de6a3,4.7,5dbfad2322f68fd15e341d3668468586964164d35819fad1ca3351fbb346c796,"Atlanta, GA","Atlanta, GA",7.0,2003.0,2.0,Computer Hardware & Software,Information Technology,6.0,-1
241.0,Senior Research Statistician- Data Scientist,$90K-$124K (Glassdoor est.),5dbc0be4378ae9f8c0cdef6c003a8e571465de7514ea2bf104062b2e9c72c3d3,4.8,bc05fe4be91a16728302924f52b42e11823dd114662e8a6a36f294f7c126b0ed,"Sheboygan, WI","Sheboygan, WI",3.0,1925.0,2.0,Insurance Carriers,Insurance,0.0,-1
242.0,Software Data Engineer,$90K-$124K (Glassdoor est.),35edbb0ab4e0a6c4932d837aa1bcf6781f7c461a09076b98ac0739c692e8fcf1,3.1,276112de22e6dceabeefeacc85028cf957ae098280dc1ebf603755e9f39608cd,"New York, NY","New York, NY",4.0,2000.0,2.0,Computer Hardware & Software,Information Technology,9.0,-1
243.0,Data Scientist,$90K-$124K (Glassdoor est.),7f104a2bb6dbf94878e6992c4808865c1fb08b0af036cb0cb208d828fffef554,3.6,1f1ee129e8321c4e0d22c1e644ed2ddef041aa0a1e05b762d8e46728f3586a0d,"Palo Alto, CA","Mountain View, CA",4.0,2006.0,2.0,Enterprise Software & Network Solutions,Information Technology,2.0,-1
244.0,Real World Evidence (RWE) Scientist,$90K-$124K (Glassdoor est.),7cebcc921658879de2767957a1600c5589f08440dad610db4925028a5139c3a3,5.0,91c1b6a720007cc6c3fba70776b54e37d3f6c103d332ecdec83176f9e611b8f2,"Hoboken, NJ","Hoboken, NJ",1.0,2009.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
245.0,Data Scientist,$90K-$124K (Glassdoor est.),aa51e0152c2b6654835a26244cd748854812bcfb9da30994268297badef1669f,3.7,41d05844b56298eb0b037d918af0b13a15acf2885c97fc738797c01ccaeaf235,"Cambridge, MA","Paris, France",2.0,1973.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Pfizer, GlaxoSmithKline"
246.0,Data Scientist,$90K-$124K (Glassdoor est.),f7ce52ea4bc6f30651b9509af5861d5087fbbf51f074496ed0d4ffda07d8bc44,3.7,303969006f8001dee6dd78120d0bc2edbe5cd313ee19981877bb0634b5faadee,"Lebanon, IN","Greenwich, CT",2.0,2011.0,3.0,Transportation Management,Transportation & Logistics,3.0,"DHL Supply Chain, UPS, FedEx"
247.0,Data Scientist,$90K-$124K (Glassdoor est.),3b649a0cdc3ac12528ead92afcbf0cb3b2ef3617ce2faf91146da237a2d3b746,3.9,6e1b01309a991bb919869f59385053bd450e3e9fb341937e9024f83b4174a516,"Oakland, CA","Santa Ana, CA",7.0,2000.0,2.0,Insurance Carriers,Insurance,2.0,-1
248.0,Data Scientist,$90K-$124K (Glassdoor est.),a85ea20176a7346edda63c68246942e834e3cefcaee594d3747d5cd5b14b55d7,4.3,1ea07fd703887c5b4e6b30738dc4a770fd10babb31cc1e3e69fecdac59fcd658,"San Francisco, CA","Houston, TX",1.0,-1.0,2.0,-1,-1,12.0,-1
249.0,Computer Scientist 1,$90K-$124K (Glassdoor est.),f46c85191c10421ce77e132fd1a31991bb18dbaa9b14fd8a468c9a1378506090,4.2,1cbf2ca6b52d86143f284e53c2b99ab00e01196542f4cf449f382435d17bdab3,"Melbourne, FL","Tucson, AZ",4.0,1983.0,2.0,Aerospace & Defense,Aerospace & Defense,9.0,"Raytheon Technologies, General Dynamics, MIT Lincoln Laboratory"
250.0,Lead Data Scientist,$90K-$124K (Glassdoor est.),c37eb804818de7486f2e7879de901da651a5746fcfd434ddf7af483e1a0563f5,3.7,c6b41097758563d48447f2791fe938c98dda858a40103246720e37e48211fb9b,"Boston, MA","Springfield, MA",5.0,1851.0,2.0,Insurance Carriers,Insurance,3.0,-1
251.0,Data Scientist,$90K-$124K (Glassdoor est.),e456541e018f114151b7ff5042123867104ffd91d5c0b0dcaa5aa1dbfe16208e,4.0,5af6777bb5000779741280ddcbdeea8eacd78df635e549d32f19eddec6a05e2c,"Birmingham, AL","Birmingham, AL",1.0,-1.0,2.0,-1,-1,13.0,-1
252.0,Data Scientist,$90K-$124K (Glassdoor est.),d7e986ce24a0d2570e48e709765fcd3b0b8f2ad07a3b7f21e581ccd5f0e6c29b,3.3,792e77adf560170fb299ff6b38c6d4e7fe6866da856bee40f43c2da2588e1b68,"Cleveland, OH","Cleveland, OH",2.0,1917.0,3.0,Industrial Manufacturing,Manufacturing,3.0,"Eaton, SMC Corporation, Bosch Rexroth"
253.0,Data Scientist,$90K-$124K (Glassdoor est.),e44960da8d8fcc8990e0407d7c2624af5d41b70cc32f86ea3fe4e019fccda3d8,4.1,105b9a6ee1c8214dbf8f832ec44e3c672be70c5ce3bc59960e8dcebef5f0ef85,"New York, NY","Washington, DC",3.0,1935.0,2.0,Consulting,Business Services,13.0,"Advisory Board, Booz Allen Hamilton, McKinsey & Company"
254.0,Data Scientist,$90K-$124K (Glassdoor est.),b262acad752005d1755089eaf1b38c8c1b40168d35a26b74c415cae36e9f88da,3.3,989d8f9615e6e4cb31022373e81bf7c95e70759c67f8f68a7f4ec5e16a6460b8,"New York, NY","New York, NY",4.0,2007.0,2.0,News Outlet,Media,9.0,-1
255.0,Data Scientist,$90K-$124K (Glassdoor est.),d83ab34c46b493d41dd880f7c4917ae43dd4f61adc9dc7becb1a92e8e45fad59,3.9,77ff12c261ff80ce02804472f65b1c1d823812104ac80c8ce465795ee4b05c0d,"San Francisco, CA","Pleasanton, CA",4.0,2009.0,2.0,IT Services,Information Technology,13.0,-1
256.0,Environmental Data Science,$90K-$124K (Glassdoor est.),597a4df1b5792cd701f1b1da5ca87fbe16a664b03954d7e672226f2cd48ab9d8,3.1,7ee408091df7817bd13fe0be4aed0371dab328bb6e4a47a64fcccda614098618,"Norwell, MA","Columbus, OH",2.0,1929.0,7.0,Research & Development,Business Services,7.0,-1
257.0,Computational Behavioral Scientist,$90K-$124K (Glassdoor est.),1dd49909e4c3f7e5cf75bc0b0fbedbb2a2cce11bb457901c179d61c5b698c6ac,4.2,b0a7be91596373bfec0251c1dd1d13877bddc21b26d9759caba30e4d03063aa1,"Herndon, VA","Herndon, VA",4.0,2010.0,2.0,IT Services,Information Technology,9.0,"Bromium, FireEye, Authentic8"
259.0,Staff BI and Data Engineer,$90K-$124K (Glassdoor est.),43e507f4d6ea68649f74b605cef9a5cd2251b4031167cbb053798f78d8c6d027,2.9,339e2d5a7071c9ab29ec290965735f4eee1c62cbf5763fcf171c789ae1c8343c,"San Jose, CA","New York, NY",7.0,1998.0,2.0,Advertising & Marketing,Business Services,13.0,"Commerce Signals, Cardlytics, Yodlee"
262.0,Data Scientist-Human Resources,$91K-$150K (Glassdoor est.),a188565bd2f1de11a1f6a1901cd7083ccdd6212d7c85c729e9c45b08f2482cba,3.8,f28868db6bc64dd66da9772cd48d7034900c1ac81b2ac59d5160a27bf7593cf2,"Lexington, MA","Lexington, MA",3.0,1951.0,7.0,Aerospace & Defense,Aerospace & Defense,13.0,-1
263.0,Associate Data Scientist,$91K-$150K (Glassdoor est.),a769955e65c2e353defd65b1bbbb68c1a8da031b6e074ac869ecc0ffc2eeda18,3.3,174d918ee62887255516de3bd54115a045da859bf93172a1daa3597771f725a3,"Bothell, WA","Bellevue, WA",3.0,1999.0,2.0,Utilities,"Oil, Gas, Energy & Utilities",5.0,-1
264.0,"Data Scientist - Statistics, Mid-Career",$91K-$150K (Glassdoor est.),1ed3d7dbeda8822a822718755b72b75aaf506b4cea3a1f9e24e5ca36c3cc1a26,3.7,5c090c569099128fdfc6cbe2e70e123ea4919f574096377b44161e84c193fb44,"Richland, WA","Richland, WA",3.0,1965.0,5.0,Energy,"Oil, Gas, Energy & Utilities",10.0,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
265.0,Director of Data Science,$91K-$150K (Glassdoor est.),6a02351f09611ca2f27685f0782bc20bbe3f7d3a6319756f3857e74132033459,3.8,f4c5cc615d8f9db88616b30c7d78504407077cc8a1774b3a5c327fa55534d9b9,"Boston, MA","Boston, MA",3.0,1981.0,9.0,Consulting,Business Services,4.0,-1
266.0,Data Scientist,$91K-$150K (Glassdoor est.),836bd81b793264c6fb3aded9446f355dc273ccfd03145be89cc2c3e32321e0a5,3.2,42c7e90898bbcdf95c02f376a0a7ad871d2205fc7a17832eb210bc0a48937219,"Rockville, MD","Rockville, MD",3.0,1820.0,7.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,-1
267.0,Data Scientist,$91K-$150K (Glassdoor est.),c09d5ae0e57feb2c84945f22b7cec35e20607fbaaee9d3e287d1005c31680b5f,4.6,2498e78271ce23cb9afc40f81b4de17377e664c3f0af56dd3664e97c27c1290c,"Piscataway, NJ","Piscataway, NJ",4.0,2010.0,2.0,IT Services,Information Technology,2.0,-1
268.0,Data Scientist,$91K-$150K (Glassdoor est.),bb987771f60eae67f0d7a25df666b905f9c7f0bd40e88fe15042fbecd38e29ff,3.5,c93a33160a705a2892c130f1179d4b21f2a43199f449506b7fb53d460ded64df,"San Jose, CA","San Jose, CA",2.0,1995.0,3.0,Internet,Information Technology,3.0,"Amazon, Apple"
269.0,"Data Engineer, Digital & Comp Pathology",$91K-$150K (Glassdoor est.),5585d16cef65c7c437882aae6d041217d7b89a678543d122958d764f21327f07,5.0,9f54cb64aef1de2a98a52db90cc17b8aae44570d114c2562dc42d06e7e939ebd,"New York, NY","New York, NY",1.0,2018.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
270.0,Data Engineer,$91K-$150K (Glassdoor est.),d4d674a4dcdd55190506878d8d789099a69e7bac78c3fbbaffa3c3475cdfbe40,4.1,0c2236e4a11d5501a7d01aa4d3a698303896caaa6601d810f9c3a4509529227b,"Santa Clara, CA","Mountain View, CA",7.0,2011.0,2.0,IT Services,Information Technology,13.0,-1
271.0,"Manager / Lead, Data Science & Analytics",$91K-$150K (Glassdoor est.),c68dff67b2bdf0e48b923d57e9f71946b169dbe815d1cd11e8bceb4016fa979c,4.1,240aab691c3a382831a17909da0cd3a7045dfa14625d34ca4eeee2b3c0ff1e3a,"Danvers, MA","Danvers, MA",3.0,1981.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,"Covidien, Boston Scientific"
272.0,Data Scientist,$91K-$150K (Glassdoor est.),07b8b3e7f17035e3ec1496550dfc21bf27693f181eb41a3cc07d30b9ddaf5fae,3.5,0b3738107dcb9368dfec2e15f909d57d50217b5e6196e8336abba1b2afa7185a,"New York, NY","Philadelphia, PA",2.0,1963.0,3.0,-1,-1,3.0,"AT&T, Verizon"
273.0,Data Scientist,$91K-$150K (Glassdoor est.),ed75f63e06c111b8ccb18222c08536f81a0dd56910857abb475b995fa416d0d1,3.2,80b3906c5befbe7b4906c8f45e667a5d0ecca653557b54894775915968880438,"Vienna, VA","Fairfax, VA",7.0,2011.0,2.0,IT Services,Information Technology,2.0,-1
274.0,Data Scientist,$91K-$150K (Glassdoor est.),b15bce65e2c14a24814c4ed5bf31645c05235811703af519760b7e4e38b3d84c,5.0,a6f7d1f573bf41c1718121a75c7a2a5067c941aa63d77c73ed3a4f4858afaf28,"San Francisco, CA","Jersey City, NJ",8.0,-1.0,3.0,-1,-1,13.0,-1
275.0,Data Scientist,$91K-$150K (Glassdoor est.),42affee8af9fbe9151145575a73e9dc0dd580932450bb6ff2fb4702182bd9c5c,4.7,dc9a7783f531a669de3b7e33ead295974a2ab055c240d7a7984892f09e12c3c9,"Livermore, CA","Livermore, CA",3.0,1952.0,5.0,Federal Agencies,Government,0.0,"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories"
276.0,Diversity and Inclusion Data Analyst,$91K-$150K (Glassdoor est.),1fb41dc6e4286e1b8d9168c525adde280a3201480a958a6dc13a866921d6160c,3.8,2085fa8c322d31a18f99659c108895938d36e641afbd99fccdfce9b0f5f36cb4,"Pittsburgh, PA","Pittsburgh, PA",4.0,1932.0,2.0,Banks & Credit Unions,Finance,0.0,-1
277.0,Data Scientist,$91K-$150K (Glassdoor est.),ba584d5b28214f6239ad4be969a06f5a24ef1a1863a4ad1243d6a297c8e73708,3.6,ef02cdc5c665527ed30efa4283d74649f7535c5d17e088d8c0b231025c8713ba,"Herndon, VA","Dallas, TX",2.0,1947.0,3.0,Architectural & Engineering Services,Business Services,3.0,"Fluor, Bechtel, AECOM"
278.0,Data Scientist,$91K-$150K (Glassdoor est.),083d6ef498d4e130794c1094a5b71a8089d47cdf7f2f61ac4393c4707d98c87f,4.8,18a2b3dcadc2c9ae7607bb2326319d3d8a8d211740429f47bea8f3945a31f212,"Boston, MA","Boston, MA",4.0,2012.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
279.0,Data Scientist,$91K-$150K (Glassdoor est.),d4498adaa5bb985510f3ca2533f9bae937a09918ab37eb6036ad055b084c517f,3.3,4b4bfe6ce12613238548173ac352d5758fef5a1ca7a4dba34e31f66bf169046a,"Northbrook, IL","Northbrook, IL",2.0,1894.0,2.0,Consulting,Business Services,5.0,"Intertek, SGS, Bureau Veritas"
280.0,Data Scientist,$91K-$150K (Glassdoor est.),c9a4e41c21ef6230f06c42097cf9b54ec0cc258d79836d181b93d8184d041690,3.7,254cbbd792b4ff43cfca5a1df5385302f0ec927e50c7466b3fd07773e312e0e5,"Irvine, CA","Toronto, Canada",3.0,2005.0,3.0,Real Estate,Real Estate,4.0,-1
281.0,Data Scientist,$91K-$150K (Glassdoor est.),007a79bec097f3065ba8fdb243e5bdf8b62369f2cefa7481eb7414481081d25c,5.0,6dd407dfd76d1eb380c9260759db78a653d01924b32062b9064bfe164ee9d510,"Irvine, CA","Irvine, CA",7.0,2018.0,2.0,Staffing & Outsourcing,Business Services,6.0,-1
283.0,Senior Analyst/Data Scientist,$141K-$225K (Glassdoor est.),a9b1c1ecb7feabcd94fc27989d8fef6aa19bc14b37750b00f4c1120ba397ceba,3.4,0fe7616e67bfb3487ce09bd11fcfe4df7d1718beabc73458d9c2a78cec057fcf,"Santa Monica, CA","Santa Monica, CA",6.0,1966.0,2.0,Internet,Information Technology,4.0,"TrueCar, Cars.com, Kelley Blue Book"
284.0,Data Scientist,$141K-$225K (Glassdoor est.),96bc884dae7797051700b5468345e4a448cb86174987b677fe1c75ed16b52f41,5.0,fdd98f4d112a727f381576f89a75686ed5b06cfe2fd0aabcfcc3d4ded12ddf1f,"Boston, MA","Boston, MA",1.0,2019.0,2.0,IT Services,Information Technology,13.0,-1
286.0,Senior Data Scientist - R&D Oncology,$141K-$225K (Glassdoor est.),4710d3f07ed2d8af3051265641359e7c2f71a287f0047eb78464dff891b1d9c2,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"New York, NY","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
287.0,Data Scientist,$141K-$225K (Glassdoor est.),4a10ea3888d1ee8469d809f9b7091f0537da48a78cd64074c454aaa49d567cef,4.2,3ac60b118eae1af7fb611aade5c6b455ddc394930c6464367e92ec2cba95910b,"Oshkosh, WI","Oshkosh, WI",2.0,1917.0,3.0,Transportation Equipment Manufacturing,Manufacturing,7.0,"Lockheed Martin, Caterpillar, John Deere"
288.0,Data Scientist,$141K-$225K (Glassdoor est.),c62df0f58baca5383542ad83170acca8f1ba83ac7cb1842d9f4a6ff11ac47921,4.3,da128e09f9218f9f44d76407834951b5ca7fdde2c63ac0e2622e6d3dd627508c,"San Carlos, CA","Santa Cruz, CA",7.0,-1.0,2.0,-1,-1,13.0,-1
289.0,Data Scientist,$141K-$225K (Glassdoor est.),1d239ff24c529706696d01df936ba3e06f5de445d79c4887bac9fa4e7316d459,3.4,840cd6d26ee2a1adea8002ce29d3cd63dcf2ae07ee1a0425e4973654cbb711d2,"Menlo Park, CA","Pittsburgh, PA",7.0,1960.0,2.0,Architectural & Engineering Services,Business Services,2.0,-1
291.0,Data Scientist,$141K-$225K (Glassdoor est.),edfff0d51b01a28c90e174b7cbfdc99f1a440b373d0708cd42d0b0281ffab3de,4.4,212745e557a44f4c79ab6480f5e6423a3af1133d974495b8feee1f912105ab40,"Dallas, TX","Hillsborough, NJ",4.0,2006.0,2.0,Staffing & Outsourcing,Business Services,8.0,-1
292.0,Data Scientist Machine Learning,$141K-$225K (Glassdoor est.),e509010d121e14b805f83f7228d2da2898ce16ae3624bbdd015c46f41c98fceb,3.5,41333149e72692d04601cdcb5a6d0420c128bd8ad75f0075dffd88311375d455,"Arlington, VA","Reston, VA",2.0,1969.0,3.0,Aerospace & Defense,Aerospace & Defense,3.0,-1
293.0,Data Scientist,$141K-$225K (Glassdoor est.),4488f1e17f83a92a63348eeef570a508a09e2067729d0d3740b6f05925330d03,3.7,b0c547f9877fbf32a02873c1b20ea721c0e3f87e837d0bdf1352958ba0b15e7a,"San Francisco, CA","New York, NY",3.0,1993.0,3.0,Video Games,Media,0.0,"Activision Blizzard, Electronic Arts"
294.0,Data Scientist,$141K-$225K (Glassdoor est.),c9dc86457fb209d06cda225a4232a8e5b81f9aeac5a0339f4aa4ec44fafcedd7,3.7,19d082967175b0f6dcc3cd484d21c772b8d635d306bc9b4f651655a8fab92b8d,"Monroe, WI","Monroe, WI",6.0,-1.0,2.0,Food & Beverage Stores,Retail,4.0,-1
295.0,Data Scientist,$141K-$225K (Glassdoor est.),d803d3a76eba379c9ed8383675d466757a00c5bf9a7e11db7ea9af1a49b1f0b1,4.1,b7000fdf588e96ab7e652ca60ea09e31c7ee38b3ca3f5d0dbb0fb076a51fec2f,"Sacramento, CA","Goteborg, Sweden",2.0,-1.0,6.0,Health Care Services & Hospitals,Health Care,13.0,-1
296.0,Data Scientist,$141K-$225K (Glassdoor est.),f039fd2dda11b6c189919066bbeccad6960d4b07afa7ad24ed3be9439b1317ad,3.4,8df2262e0527a390ef7103933bffea0716bd58b9bab302393e452768ad84dd34,"New York, NY","New York, NY",1.0,2017.0,2.0,Other Retail Stores,Retail,13.0,-1
297.0,Data Analyst,$141K-$225K (Glassdoor est.),103d939995e9908264e204350c6b32119317de05988f058ca92516a72f81698c,4.5,363928bb28f8186720abde62401f12eb81a106fe7dc6056eea9806a0bb784182,"Reston, VA","Washington, DC",1.0,2017.0,2.0,IT Services,Information Technology,13.0,-1
298.0,Data Scientist,$141K-$225K (Glassdoor est.),1906c45f1189257199d9d3264cb416595e692e9b0c8ad52026439e9c6eb4f36f,3.5,cc0d4290334449591a132a37a56e61a2242d2eb2ee1acbd1100fb4cb5dd5fd02,"New York, NY","Lake Buena Vista, FL",3.0,1990.0,2.0,"Hotels, Motels, & Resorts",Travel & Tourism,13.0,-1
299.0,Data Scientist,$141K-$225K (Glassdoor est.),9b4595bb82974b6c851aa71d2cca4420050eec96d512857f7e88a855c202e37f,3.6,e1f89dcfa0f91139f93818f6f0ba2546177ddf4ffe64ea0eaaef3e325ca8d20a,"Hampton, VA","Schaffhausen, Switzerland",2.0,2007.0,3.0,Electrical & Electronic Manufacturing,Manufacturing,3.0,-1
300.0,Data Scientist,$141K-$225K (Glassdoor est.),8fd13e9350f04abf55dc1266c02f3b79824228f6d102f25ba358239d69560e78,3.2,341415cc86ae4ba844025d3d5e480d118930aa92a09c5e6da9f7dcec310d85e0,"Richmond, VA","Richmond, VA",2.0,1788.0,5.0,State & Regional Agencies,Government,3.0,-1
301.0,Data Scientist,$141K-$225K (Glassdoor est.),2b7ae921280c8ac422014f00184279a30471786ba1d724153c04343678979671,3.7,50d3e9e85bfff87e8a52e5ed13a5751bb04cff0ca71e4b22ac6f35bfec21f07b,"New York, NY","Newark, CA",6.0,2000.0,2.0,Computer Hardware & Software,Information Technology,6.0,-1
302.0,Data Scientist,$141K-$225K (Glassdoor est.),cbc5850a8d3dbb535806f776f93c488382326c430885254684d8d97f30fb4283,4.0,30db9c3fa2f5361dd0c8f0f362f64ca501d66424e66bcbd82cfb38b353912f54,"Monterey, CA","Greensboro, NC",6.0,1992.0,2.0,Other Retail Stores,Retail,4.0,-1
303.0,Data Scientist,$145K-$225K(Employer est.),1325bb54a433056661cf0378a2ebfa689487819a8e8d4af452a0d4bae2d3f9e4,3.2,2035b87b8f255df87636896764240e9213089a3040855eb207049e66f2ebbfd2,"Chicago, IL","San Francisco, CA",7.0,2015.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
304.0,Data Scientist,$145K-$225K(Employer est.),13b3ce8fa0e606dfa13a81ea66c2c7a39d404babbf92f5452a4cafa1618955f3,4.5,f89b39908a85e86176de74bd480d3ff4cbe436a05b72c1783007dad20809aeb0,"McLean, VA","Falls Church, VA",7.0,2005.0,2.0,Federal Agencies,Government,6.0,-1
305.0,Chief Scientist,$145K-$225K(Employer est.),c841fe3369a370be9791f3b5429e620857705b1ff9191330d4da845a02afe413,3.4,46eb4c8222c8f776cd002da888614fde7e4a34a4b74fa9303596e7f21704fd4a,Remote,"San Francisco, CA",7.0,2013.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
306.0,Data Scientist,$145K-$225K(Employer est.),614ddefcafc072c1f99dd0130db54ca68a16c6ace783624c663be0285a07d3e3,3.9,96117d8ee931f59c11658153d7afc4975ab4b5a1953befcda335fad46aad52e6,"Woodlawn, MD","Rockville, MD",4.0,2004.0,2.0,IT Services,Information Technology,2.0,-1
307.0,Data Scientist,$145K-$225K(Employer est.),70c502af7fa5341be48d2f364f66e058ad3d294b9d7d24a65f0cfa05534f3dc4,3.2,277a7ec5fdebb2ea642ebaa2c1536549a33299917938f731de686167abbdcaba,United States,"Scottsdale, AZ",1.0,-1.0,2.0,IT Services,Information Technology,1.0,-1
308.0,Data Scientist,$145K-$225K(Employer est.),d93c136937c6d48d777b075a3e4b25bbd6fdba8eebedb8af66c756f3ece63d4f,5.0,277a7ec5fdebb2ea642ebaa2c1536549a33299917938f731de686167abbdcaba,"New York, NY","Irving, TX",8.0,-1.0,3.0,-1,-1,13.0,-1
